objectname,objectid,rating,numplays,weight,own,fortrade,want,wanttobuy,wanttoplay,prevowned,preordered,wishlist,wishlistpriority,wishlistcomment,comment,conditiontext,haspartslist,wantpartslist,collid,baverage,average,avgweight,rank,numowned,objecttype,originalname,minplayers,maxplayers,playingtime,maxplaytime,minplaytime,yearpublished,bggrecplayers,bggbestplayers,bggrecagerange,bgglanguagedependence,publisherid,imageid,year,language,other,itemtype,barcode,pricepaid,pp_currency,currvalue,cv_currency,acquisitiondate,acquiredfrom,quantity,privatecomment,invlocation,invdate,version_publishers,version_languages,version_yearpublished,version_nickname
"Across America Fluxx","375295","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","103780054","5.51839","6.68491","1","19317","245","thing","Across America Fluxx","2","6","30","30","5","2023","","","","","","","","","","standalone","","","","","","","","","","","","","","",""
"Adulthood","416780","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","122509976","5.64844","7.1344","2.375","7343","643","thing","Adulthood","1","4","45","45","45","2024","2,3,4","4","","","","","","","","standalone","","","","","","","","","","","","","","",""
"Advance to Boardwalk","334","6.8","4","0","0","0","1","0","0","1","0","1","4","","","","","","56851306","5.46803","5.42692","1.5342","28550","2118","thing","Advance to Boardwalk","2","4","60","60","60","1985","2,3,4","4","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","7.98","USD","","","2019-05-04","Barnes & Noble","1","","Sold","2019-05-04","","","",""
"Adventure Land","183231","7.5","1","0","1","0","0","0","0","0","0","0","3","","","","","","103051927","6.27216","6.8914","1.8182","1914","4972","thing","Adventure Land","2","4","45","45","45","2015","2,3,4","3","8+","No necessary in-game text","","","","","","standalone","","1","","","","2025-11-21","BGG","1","","","2025-11-21","","","",""
"Adventure Mart","280566","0","0","0","0","0","0","0","1","0","0","0","1","","","","","","77638137","5.63674","6.64569","2.6667","7691","931","thing","Adventure Mart","2","4","60","60","45","2020","2,3,4","3","10","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"AEOLOS","366756","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","99913334","5.60768","7.06383","2.0909","8817","311","thing","AEOLOS","2","4","60","60","60","2022","2,3,4","2,3","10","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Aeon's End","191189","6","1","0","0","0","0","0","0","0","0","0","3","","","","","","102795369","7.5872","7.87105","2.8058","101","33804","thing","Aeon's End","1","4","60","60","60","2016","1,2,3,4","2","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Aeroplanes: Aviation Ascendant","119337","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","69902897","5.77299","6.56431","2.925","5015","1321","thing","Aeroplanes: Aviation Ascendant","3","5","120","120","120","2012","3,4,5","4","12+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"After the Empire","200511","0","0","0","0","0","0","0","1","0","0","0","1","","","","","","80228323","6.36375","7.43501","3.1286","1639","3575","thing","After the Empire","2","4","120","120","60","2021","1,2,3,4","2,3","14+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"After Us","369548","6.3","3","0","0","0","0","0","1","0","0","1","3","","","","","","98219816","6.20345","6.79872","2.0349","2175","3535","thing","After Us","1","6","60","60","40","2023","2,3,4,5","3","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Aftershock: San Francisco & Venice","266538","4.8","1","0","0","0","0","0","0","1","0","0","3","#large","","","","","69590525","5.57338","6.52991","2.6667","10798","546","thing","Aftershock: San Francisco & Venice","2","5","60","60","60","2019","2,3,4,5","3,4","12+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","16.48","USD","","","2022-10-29","Night Owl Games","1","Bundle sold 55 black and read gift card","","2022-10-29","","","",""
"Age of Civilization","264647","0","0","0","0","0","0","0","1","0","0","1","4","","","","","","111619733","6.33859","7.02688","2.3061","1715","6225","thing","Age of Civilization","1","4","60","60","30","2019","1,2,3,4","3","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Age of Comics: The Golden Years","349963","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","114736973","6.06137","7.33966","2.5682","2790","2396","thing","Age of Comics: The Golden Years","1","4","120","120","50","2023","1,2,3,4","3","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Age of Steam","4098","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","120340714","7.48874","7.8652","3.8594","138","13818","thing","Age of Steam","1","6","120","120","120","2002","3,4,5,6","4","14+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Age of Steam Expansion: Poland","74681","0","1","0","0","0","0","0","0","0","0","0","3","","","","","","120340343","5.53984","7.47872","3","0","184","thing","Age of Steam Expansion: Poland","0","0","0","0","0","2010","","","","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","","","",""
"Age of War","28086","7","2","0","0","0","1","1","0","1","0","1","3","","","","","","93176718","6.20986","6.43893","1.1613","2151","14155","thing","Age of War","2","6","20","20","20","2006","2,3,4,5","3","6+","No necessary in-game text","","","","","","standalone","","5","USD","","","2022-04-16","Facebook Marketplace","1","","","2022-04-16","","","",""
"Agent Avenue","422732","0","0","0","0","0","0","0","1","0","0","1","2","","","","","","123623446","6.69573","7.59141","1.2778","903","6474","thing","Agent Avenue","2","4","20","20","10","2024","2,4","2","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Agility","179933","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","68378859","5.81742","6.94287","2.0833","4495","1301","thing","Agility","2","2","45","45","30","2016","2","2","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Agony Aunt","415690","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","118471003","0","10","0","0","1","thing","Agony Aunt","3","8","45","45","45","2013","","","","","","","","","","standalone","","","","","","","","","","","","","","",""
"Agree to Disagree","388659","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","108204701","5.51456","6.1303","1.5","20514","157","thing","Agree to Disagree","2","8","25","25","10","2024","2,3,4,5,6,7,8","2,3,5,6,7,8","6–10","","","","","","","standalone","","","","","","","","","","","","","","",""
"Agricola (Revised Edition)","200680","0","0","4","0","0","0","0","1","0","0","0","1","#large","Worker Placement","","","","73318275","7.64888","7.95662","3.4435","84","28219","thing","Agricola (Revised Edition)","1","4","120","120","30","2016","1,2,3,4","3,4","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","5","USD","","","2020-08-01","Facebook Marketplace","1","","","2020-08-04","","","",""
"Agricola: All Creatures Big and Small","119890","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","79545980","7.04996","7.32822","2.3503","438","20594","thing","Agricola: All Creatures Big and Small","2","2","30","30","30","2012","2","2","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Agricola: Family Edition","205418","0","0","0","0","0","0","0","0","1","0","0","1","","","","","","63429919","6.36868","7.04069","2.3978","1625","6775","thing","Agricola: Family Edition","1","4","45","45","45","2016","1,2,3,4","3","8+","No necessary in-game text","","","","","","standalone","","17.54","USD","","","2019-08-20","Walmart","1","","Returned","2019-08-23","","","",""
"Agropolis","314088","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","125285604","6.46072","7.26577","1.7536","1388","8966","thing","Agropolis","1","4","20","20","15","2021","1,2","1","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Águeda: City of Umbrellas","317515","6.3","1","0","0","0","1","1","0","0","0","1","4","","","","","","108591473","5.7125","6.90523","1.6429","5912","1068","thing","Águeda: City of Umbrellas","1","5","40","40","20","2024","2,3,4,5","2,3,4","","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Ahead in the Clouds","207796","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","79186344","5.5356","6.08206","1.8","15082","901","thing","Ahead in the Clouds","2","2","30","30","30","2017","2","2","10+","","","","","","","standalone","","","","","","","","","","","","","","",""
"Ahoy","359402","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","95642695","6.47635","7.27712","2.8762","1350","6993","thing","Ahoy","2","4","75","75","45","2022","2,3,4","3,4","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"AI Space Puzzle","383064","0","1","0","0","0","0","0","1","0","0","1","4","","","","","","121201050","5.78336","7.15099","2","4879","1104","thing","AI Space Puzzle","2","5","30","30","30","2023","2,3,4,5","3,4","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"AI: 100% Human","416086","0","0","0","0","0","0","0","1","0","0","1","3","","","","","","123169994","5.70419","7.18265","2.4286","6064","545","thing","AI: 100% Human","1","6","45","45","30","2024","1,3,4,5,6","1,3","12+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Air Mail","359234","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","104190472","5.6084","6.87333","2.3636","8778","523","thing","Air Mail","2","5","75","75","30","2022","2,3,4,5","4","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Air, Land, & Sea","247367","5","1","0","0","0","0","0","1","0","0","0","1","","Cards","","yes","tbd","59127538","7.07385","7.45256","1.7238","413","20182","thing","Air, Land, & Sea","2","2","20","20","20","2019","2","2","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"AIRFLIP","361921","0","0","0","0","0","0","0","1","0","0","1","3","","","","","","100539930","0","6.61333","0","0","116","thing","AIRFLIP","1","100","45","45","30","2022","","","","","","","","","","standalone","","","","","","","","","","","","","","",""
"Airlines Europe","90419","7","1","0","0","0","1","1","0","0","0","1","3","","","","","","53800807","6.86835","7.29803","2.4325","649","8369","thing","Airlines Europe","2","5","75","75","75","2011","3,4,5","4","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Airship City","256442","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","80547062","5.77259","6.86701","3.1818","5021","1791","thing","Airship City","3","4","120","120","75","2018","3,4","3","12+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Àiyé","322626","0","0","0","0","0","0","0","1","0","0","1","4","","","","","","124742149","5.62042","7.10341","2.375","8254","327","thing","Àiyé","2","4","60","60","30","2023","2,3,4","2,3","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Akropolis","357563","7.5","15","3","1","0","0","0","0","0","0","0","2","#large","","","","","94342096","7.03701","7.45242","1.8053","450","13657","thing","Akropolis","1","4","30","30","20","2022","2,3,4","3","8+","No necessary in-game text","","","","","","standalone","3421273360917","32.66","USD","","","2023-01-24","Amazon","1","","","2023-01-26","","","",""
"Akropolis: Athena","422822","0","0","0","0","0","0","0","1","0","0","1","2","","","","","","122893390","5.82089","7.74","2.4286","0","2055","thing","Akropolis: Athena","1","4","25","25","25","2024","2,3,4","3,4","","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","","","","","","","","","","","",""
"Akrotiri","154458","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","89507624","6.61296","7.15801","2.6443","1050","8132","thing","Akrotiri","2","2","45","45","45","2014","2","2","12+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Aladdin's Dragons","492","0","0","0","0","0","0","0","1","0","0","0","1","","","","","","71357557","6.29835","6.88345","2.3596","1827","4111","thing","Aladdin's Dragons","3","5","90","90","60","2000","3,4,5","4,5","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Alakablast","344958","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","101082657","5.52078","6.0131","1.4","18640","204","thing","Alakablast","2","5","35","35","15","2022","2,3,4,5","4","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Alan's Adventureland","180908","0","0","0","1","0","0","0","1","0","0","0","3","","","","","","138810505","5.50949","5.76518","2","22118","362","thing","Alan's Adventureland","3","4","90","90","45","2016","","","12+","","","","","","","standalone","","","","","","2025-11-19","BGG","1","","","2025-11-19","","","",""
